1.60169, -2.61964, 1.83214, 0.195742
1.55183, -2.43319, 1.83214, 0.473371
1.48852, -2.1965, 1.83214, 0.497669
1.42404, -1.95541, 1.83214, 0.499796
1.35945, -1.71394, 1.83214, 0.499982
1.29486, -1.47243, 1.83214, 0.499998
1.23026, -1.23092, 1.83214, 0.5
1.16567, -0.989408, 1.83214, 0.5
1.10087, -0.747952, 1.84782, 0.5
1.00484, -0.517771, 2.08484, 0.5
0.857328, -0.316653, 2.32239, 0.5
0.666636, -0.155895, 2.55994, 0.5
0.44347, -0.0445251, 2.79748, 0.5
0.202669, 0.0223216, 2.88865, 0.5
-0.0393758, 0.0848849, 2.88865, 0.5
-0.281421, 0.147448, 2.88865, 0.5
-0.523466, 0.210011, 2.88865, 0.5
-0.76067, 0.271324, 2.88865, 0.5
-0.995342, 0.355939, 2.67871, 0.5
-1.19991, 0.489755, 2.44591, 0.5
-1.36771, 0.660937, 2.29773, 0.5
-1.53386, 0.84774, 2.29773, 0.5
-1.69502, 1.03867, 2.18756, 0.5
-1.82186, 1.25392, 2.07739, 0.5
-1.94316, 1.47252, 2.07739, 0.5
-2.06411, 1.69132, 2.05274, 0.5
-2.15149, 1.91961, 1.81994, 0.5
-2.20177, 2.16958, 1.76203, 0.5
-2.24928, 2.41502, 1.76203, 0.5
-2.2968, 2.66046, 1.76203, 0.5
-2.3328, 2.90756, 1.61386, 0.5
-2.31394, 3.15625, 1.37631, 0.5
-2.23708, 3.39353, 1.13876, 0.5
-2.10654, 3.60605, 0.901211, 0.5
-1.92966, 3.78189, 0.663663, 0.5
-1.71637, 3.91117, 0.426642, 0.5
-1.48727, 4.01123, 0.410964, 0.5
-1.25808, 4.11111, 0.410964, 0.5
-1.0289, 4.21098, 0.410964, 0.5
-0.810465, 4.33147, 0.620904, 0.5
-0.626227, 4.49959, 0.858453, 0.5
-0.485205, 4.70548, 1.03989, 0.5
-0.358979, 4.92127, 1.06454, 0.5
-0.264736, 5.15219, 1.30209, 0.5
-0.205953, 5.39518, 1.33624, 0.5
-0.147851, 5.63833, 1.33624, 0.5
-0.0901465, 5.88158, 1.3609, 0.5
-0.0673239, 6.12496, 1.59369, 0.5
